Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
15,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
16,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
16,Fall 2016,CL118,Programming Fundamentals - Lab,1,A+,4,3.94,3.94,0
16,Spring 2017,CL217,Computer Programming Lab,1,A+,4,3.94,3.94,0
16,Fall 2016,CS118,Programming Fundamentals,3,A,4,3.94,3.94,0
16,Fall 2017,CS201,Data Structures,3,A-,3.67,3.81,3.9,0
16,Spring 2017,CS217,Computer Programming,3,A,4,3.94,3.94,0
16,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
16,Fall 2016,EE182,Basic Electronics,3,A+,4,3.94,3.94,0
16,Spring 2017,EE227,Digital Logic Design,3,A-,3.67,3.94,3.94,0
16,Spring 2017,EL227,Digital Logic Design - Lab,1,A+,4,3.94,3.94,0
16,Fall 2016,MT104,Linear Algebra,3,A+,4,3.94,3.94,0
16,Fall 2016,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.94,3.94,0
16,Spring 2017,MT224,Differential Equations (Cal II),3,A,4,3.94,3.94,0
16,Fall 2016,SL101,English Language Lab,1,A,4,3.94,3.94,0
16,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
16,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
16,Fall 2016,SS101,English Language,3,A+,4,3.94,3.94,0
16,Spring 2017,SS111,Islamic and Religious Studies,3,A,4,3.94,3.94,0
16,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
16,Spring 2017,SS122,English Composition,3,A,4,3.94,3.94,0
16,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
16,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
17,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
17,Fall 2016,CL118,Programming Fundamentals - Lab,1,C+,2.33,3.21,3.21,0
17,Spring 2017,CL217,Computer Programming Lab,1,B,3,2.94,3.08,0
17,Fall 2016,CS118,Programming Fundamentals,3,D,1,3.21,3.21,0
17,Fall 2017,CS201,Data Structures,3,B+,3.33,3.29,3.31,0
17,Spring 2017,CS217,Computer Programming,3,D+,1.33,2.94,3.08,0
17,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
17,Fall 2016,EE182,Basic Electronics,3,A,4,3.21,3.21,0
17,Spring 2017,EE227,Digital Logic Design,3,A,4,2.94,3.08,0
17,Spring 2017,EL227,Digital Logic Design - Lab,1,A,4,2.94,3.08,0
17,Fall 2016,MT104,Linear Algebra,3,A,4,3.21,3.21,0
17,Fall 2016,MT119,Calculus and Analytical Geometry,3,A,4,3.21,3.21,0
17,Spring 2017,MT224,Differential Equations (Cal II),3,A,4,2.94,3.08,0
17,Fall 2016,SL101,English Language Lab,1,B+,3.33,3.21,3.21,0
17,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
17,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
17,Fall 2016,SS101,English Language,3,B+,3.33,3.21,3.21,0
17,Spring 2017,SS111,Islamic and Religious Studies,3,B+,3.33,2.94,3.08,0
17,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
17,Spring 2017,SS122,English Composition,3,C-,1.67,2.94,3.08,0
17,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
17,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
18,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
18,Fall 2016,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.72,2.72,0
18,Spring 2017,CL217,Computer Programming Lab,1,C-,1.67,2.1,2.41,0
18,Fall 2016,CS118,Programming Fundamentals,3,C+,2.33,2.72,2.72,0
18,Fall 2017,CS201,Data Structures,3,C+,2.33,2.23,2.35,0
18,Spring 2017,CS217,Computer Programming,3,D+,1.33,2.1,2.41,0
18,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
18,Fall 2016,EE182,Basic Electronics,3,C+,2.33,2.72,2.72,0
18,Spring 2017,EE227,Digital Logic Design,3,C+,2.33,2.1,2.41,0
18,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.1,2.41,0
18,Fall 2016,MT104,Linear Algebra,3,B-,2.67,2.72,2.72,0
18,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.72,2.72,0
18,Spring 2017,MT224,Differential Equations (Cal II),3,B-,2.67,2.1,2.41,0
18,Fall 2016,SL101,English Language Lab,1,B-,2.67,2.72,2.72,0
18,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
18,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
18,Fall 2016,SS101,English Language,3,B+,3.33,2.72,2.72,0
18,Spring 2017,SS111,Islamic and Religious Studies,3,C+,2.33,2.1,2.41,0
18,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
18,Spring 2017,SS122,English Composition,3,C,2,2.1,2.41,0
18,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
18,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
19,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
19,Fall 2016,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.51,3.51,0
19,Spring 2017,CL217,Computer Programming Lab,1,C,2,3.04,3.27,0
19,Fall 2016,CS118,Programming Fundamentals,3,B+,3.33,3.51,3.51,0
19,Fall 2017,CS201,Data Structures,3,B+,3.33,3.54,3.36,0
19,Spring 2017,CS217,Computer Programming,3,D+,1.33,3.04,3.27,0
19,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
19,Fall 2016,EE182,Basic Electronics,3,B+,3.33,3.51,3.51,0
19,Spring 2017,EE227,Digital Logic Design,3,A-,3.67,3.04,3.27,0
19,Spring 2017,EL227,Digital Logic Design - Lab,1,C-,1.67,3.04,3.27,0
19,Fall 2016,MT104,Linear Algebra,3,B+,3.33,3.51,3.51,0
19,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.51,3.51,0
19,Spring 2017,MT224,Differential Equations (Cal II),3,B,3,3.04,3.27,0
19,Fall 2016,SL101,English Language Lab,1,A,4,3.51,3.51,0
19,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
19,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
19,Fall 2016,SS101,English Language,3,A,4,3.51,3.51,0
19,Spring 2017,SS111,Islamic and Religious Studies,3,A,4,3.04,3.27,0
19,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
19,Spring 2017,SS122,English Composition,3,A,4,3.04,3.27,0
19,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
19,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
20,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
20,Fall 2016,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.74,3.74,0
20,Spring 2017,CL217,Computer Programming Lab,1,A,4,3.86,3.8,0
20,Fall 2016,CS118,Programming Fundamentals,3,B+,3.33,3.74,3.74,0
20,Fall 2017,CS201,Data Structures,3,A-,3.67,3.88,3.83,0
20,Spring 2017,CS217,Computer Programming,3,A,4,3.86,3.8,0
20,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
20,Fall 2016,EE182,Basic Electronics,3,A+,4,3.74,3.74,0
20,Spring 2017,EE227,Digital Logic Design,3,A+,4,3.86,3.8,0
20,Spring 2017,EL227,Digital Logic Design - Lab,1,A-,3.67,3.86,3.8,0
20,Fall 2016,MT104,Linear Algebra,3,A,4,3.74,3.74,0
20,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.74,3.74,0
20,Spring 2017,MT224,Differential Equations (Cal II),3,A,4,3.86,3.8,0
20,Fall 2016,SL101,English Language Lab,1,A,4,3.74,3.74,0
20,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
20,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
20,Fall 2016,SS101,English Language,3,A,4,3.74,3.74,0
20,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
20,Spring 2017,SS113,Pakistan Studies,3,A-,3.67,3.86,3.8,0
20,Spring 2017,SS122,English Composition,3,A-,3.67,3.86,3.8,0
20,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
20,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
21,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
21,Fall 2016,CL118,Programming Fundamentals - Lab,1,L1,0,0,0,1
21,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
21,Fall 2016,CS118,Programming Fundamentals,3,L1,0,0,0,1
21,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
21,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
21,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
21,Fall 2016,EE182,Basic Electronics,3,L1,0,0,0,1
21,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
21,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
21,Fall 2016,MT104,Linear Algebra,3,L1,0,0,0,1
21,Fall 2016,MT119,Calculus and Analytical Geometry,3,L1,0,0,0,1
21,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
21,Fall 2016,SL101,English Language Lab,1,L1,0,0,0,1
21,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
21,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
21,Fall 2016,SS101,English Language,3,L1,0,0,0,1
21,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
21,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
21,Unknown,SS122,English Composition,3,UK,-1,0,0,0
21,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
21,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
22,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
22,Fall 2016,CL118,Programming Fundamentals - Lab,1,F,0,2.29,2.29,0
22,Spring 2017,CL118,Programming Fundamentals - Lab,1,C,2,2.82,2.9,0
22,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
22,Fall 2016,CS118,Programming Fundamentals,3,F,0,2.29,2.29,0
22,Spring 2017,CS118,Programming Fundamentals,3,C+,2.33,2.82,2.9,0
22,Fall 2017,CS201,Data Structures,3,B-,2.67,2.48,2.76,0
22,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
22,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
22,Fall 2016,EE182,Basic Electronics,3,D+,1.33,2.29,2.29,0
22,Spring 2017,EE227,Digital Logic Design,3,B-,2.67,2.82,2.9,0
22,Spring 2017,EL227,Digital Logic Design - Lab,1,B,3,2.82,2.9,0
22,Fall 2016,MT104,Linear Algebra,3,B,3,2.29,2.29,0
22,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.29,2.29,0
22,Spring 2017,MT224,Differential Equations (Cal II),3,B+,3.33,2.82,2.9,0
22,Fall 2016,SL101,English Language Lab,1,A,4,2.29,2.29,0
22,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
22,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
22,Fall 2016,SS101,English Language,3,A,4,2.29,2.29,0
22,Spring 2017,SS111,Islamic and Religious Studies,3,B-,2.67,2.82,2.9,0
22,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
22,Spring 2017,SS122,English Composition,3,B+,3.33,2.82,2.9,0
22,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
22,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
23,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
23,Fall 2016,CL118,Programming Fundamentals - Lab,1,C,2,2.16,2.16,0
23,Spring 2017,CL217,Computer Programming Lab,1,C-,1.67,2.16,2.16,0
23,Fall 2016,CS118,Programming Fundamentals,3,D+,1.33,2.16,2.16,0
23,Fall 2017,CS201,Data Structures,3,C,2,2.27,2.19,0
23,Spring 2017,CS217,Computer Programming,3,C-,1.67,2.16,2.16,0
23,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
23,Fall 2016,EE182,Basic Electronics,3,D,1,2.16,2.16,0
23,Spring 2017,EE227,Digital Logic Design,3,C,2,2.16,2.16,0
23,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.16,2.16,0
23,Fall 2016,MT104,Linear Algebra,3,C,2,2.16,2.16,0
23,Fall 2016,MT119,Calculus and Analytical Geometry,3,C,2,2.16,2.16,0
23,Spring 2017,MT224,Differential Equations (Cal II),3,F,0,2.16,2.16,0
23,Fall 2016,SL101,English Language Lab,1,A-,3.67,2.16,2.16,0
23,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
23,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
23,Fall 2016,SS101,English Language,3,A,4,2.16,2.16,0
23,Spring 2017,SS111,Islamic and Religious Studies,3,B+,3.33,2.16,2.16,0
23,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
23,Spring 2017,SS122,English Composition,3,A,4,2.16,2.16,0
23,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
23,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
24,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
24,Fall 2016,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.08,3.08,0
24,Spring 2017,CL217,Computer Programming Lab,1,C,2,2.61,2.84,0
24,Fall 2016,CS118,Programming Fundamentals,3,B-,2.67,3.08,3.08,0
24,Fall 2017,CS201,Data Structures,3,B,3,2.75,2.81,0
24,Spring 2017,CS217,Computer Programming,3,C,2,2.61,2.84,0
24,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
24,Fall 2016,EE182,Basic Electronics,3,C+,2.33,3.08,3.08,0
24,Spring 2017,EE227,Digital Logic Design,3,B,3,2.61,2.84,0
24,Spring 2017,EL227,Digital Logic Design - Lab,1,C+,2.33,2.61,2.84,0
24,Fall 2016,MT104,Linear Algebra,3,B+,3.33,3.08,3.08,0
24,Fall 2016,MT119,Calculus and Analytical Geometry,3,B-,2.67,3.08,3.08,0
24,Spring 2017,MT224,Differential Equations (Cal II),3,C,2,2.61,2.84,0
24,Fall 2016,SL101,English Language Lab,1,A,4,3.08,3.08,0
24,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
24,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
24,Fall 2016,SS101,English Language,3,A,4,3.08,3.08,0
24,Spring 2017,SS111,Islamic and Religious Studies,3,B-,2.67,2.61,2.84,0
24,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
24,Spring 2017,SS122,English Composition,3,A-,3.67,2.61,2.84,0
24,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
24,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
25,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
25,Fall 2016,CL118,Programming Fundamentals - Lab,1,D,1,2.02,2.02,0
25,Spring 2017,CL118,Programming Fundamentals - Lab,1,D,1,2.41,2.48,0
25,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
25,Fall 2016,CS118,Programming Fundamentals,3,F,0,2.02,2.02,0
25,Spring 2017,CS118,Programming Fundamentals,3,C,2,2.41,2.48,0
25,Fall 2017,CS201,Data Structures,3,F,0,1.46,2.16,0
25,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
25,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
25,Fall 2016,EE182,Basic Electronics,3,B-,2.67,2.02,2.02,0
25,Spring 2017,EE227,Digital Logic Design,3,B,3,2.41,2.48,0
25,Spring 2017,EL227,Digital Logic Design - Lab,1,C,2,2.41,2.48,0
25,Fall 2016,MT104,Linear Algebra,3,C-,1.67,2.02,2.02,0
25,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.02,2.02,0
25,Spring 2017,MT224,Differential Equations (Cal II),3,C,2,2.41,2.48,0
25,Fall 2016,SL101,English Language Lab,1,B+,3.33,2.02,2.02,0
25,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
25,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
25,Fall 2016,SS101,English Language,3,C+,2.33,2.02,2.02,0
25,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
25,Spring 2017,SS113,Pakistan Studies,3,C+,2.33,2.41,2.48,0
25,Spring 2017,SS122,English Composition,3,B+,3.33,2.41,2.48,0
25,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
25,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
26,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
26,Fall 2016,CL118,Programming Fundamentals - Lab,1,D,1,2.43,2.43,0
26,Spring 2017,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.29,2.65,0
26,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
26,Fall 2016,CS118,Programming Fundamentals,3,F,0,2.43,2.43,0
26,Spring 2017,CS118,Programming Fundamentals,3,B-,2.67,2.29,2.65,0
26,Fall 2017,CS201,Data Structures,3,C+,2.33,2.5,2.56,0
26,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
26,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
26,Fall 2016,EE182,Basic Electronics,3,B-,2.67,2.43,2.43,0
26,Spring 2017,EE227,Digital Logic Design,3,C,2,2.29,2.65,0
26,Spring 2017,EL227,Digital Logic Design - Lab,1,D+,1.33,2.29,2.65,0
26,Fall 2016,MT104,Linear Algebra,3,B-,2.67,2.43,2.43,0
26,Fall 2016,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.43,2.43,0
26,Spring 2017,MT224,Differential Equations (Cal II),3,C+,2.33,2.29,2.65,0
26,Fall 2016,SL101,English Language Lab,1,B+,3.33,2.43,2.43,0
26,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
26,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
26,Fall 2016,SS101,English Language,3,A-,3.67,2.43,2.43,0
26,Spring 2017,SS111,Islamic and Religious Studies,3,B-,2.67,2.29,2.65,0
26,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
26,Spring 2017,SS122,English Composition,3,C,2,2.29,2.65,0
26,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
26,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
27,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
27,Fall 2016,CL118,Programming Fundamentals - Lab,1,F,0,1.77,1.77,0
27,Spring 2017,CL118,Programming Fundamentals - Lab,1,D+,1.33,2.47,2.4,0
27,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
27,Fall 2016,CS118,Programming Fundamentals,3,F,0,1.77,1.77,0
27,Spring 2017,CS118,Programming Fundamentals,3,C,2,2.47,2.4,0
27,Fall 2017,CS201,Data Structures,3,F,0,1.25,2.08,0
27,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
27,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
27,Fall 2016,EE182,Basic Electronics,3,C-,1.67,1.77,1.77,0
27,Spring 2017,EE227,Digital Logic Design,3,B-,2.67,2.47,2.4,0
27,Spring 2017,EL227,Digital Logic Design - Lab,1,B-,2.67,2.47,2.4,0
27,Fall 2016,MT104,Linear Algebra,3,C-,1.67,1.77,1.77,0
27,Fall 2016,MT119,Calculus and Analytical Geometry,3,B-,2.67,1.77,1.77,0
27,Spring 2017,MT224,Differential Equations (Cal II),3,C+,2.33,2.47,2.4,0
27,Fall 2016,SL101,English Language Lab,1,B,3,1.77,1.77,0
27,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
27,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
27,Fall 2016,SS101,English Language,3,B,3,1.77,1.77,0
27,Spring 2017,SS111,Islamic and Religious Studies,3,B+,3.33,2.47,2.4,0
27,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
27,Spring 2017,SS122,English Composition,3,C+,2.33,2.47,2.4,0
27,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
27,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
28,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
28,Fall 2016,CL118,Programming Fundamentals - Lab,1,A,4,3.59,3.59,0
28,Spring 2017,CL217,Computer Programming Lab,1,B+,3.33,2.88,3.24,0
28,Fall 2016,CS118,Programming Fundamentals,3,A+,4,3.59,3.59,0
28,Fall 2017,CS201,Data Structures,3,A,4,3.31,3.26,0
28,Spring 2017,CS217,Computer Programming,3,B+,3.33,2.88,3.24,0
28,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
28,Fall 2016,EE182,Basic Electronics,3,A+,4,3.59,3.59,0
28,Spring 2017,EE227,Digital Logic Design,3,A+,4,2.88,3.24,0
28,Spring 2017,EL227,Digital Logic Design - Lab,1,A-,3.67,2.88,3.24,0
28,Fall 2016,MT104,Linear Algebra,3,A+,4,3.59,3.59,0
28,Fall 2016,MT119,Calculus and Analytical Geometry,3,A,4,3.59,3.59,0
28,Spring 2017,MT224,Differential Equations (Cal II),3,A+,4,2.88,3.24,0
28,Fall 2016,SL101,English Language Lab,1,B,3,3.59,3.59,0
28,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
28,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
28,Fall 2016,SS101,English Language,3,C,2,3.59,3.59,0
28,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
28,Spring 2017,SS113,Pakistan Studies,3,C-,1.67,2.88,3.24,0
28,Spring 2017,SS122,English Composition,3,D,1,2.88,3.24,0
28,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
28,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
29,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
29,Spring 2017,CL118,Programming Fundamentals - Lab,1,D+,1.33,1.33,1.35,3
29,Fall 2016,CL118,Programming Fundamentals - Lab,1,D,1,0.57,0.57,3
29,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
29,Fall 2016,CS118,Programming Fundamentals,3,F,0,0.57,0.57,3
29,Spring 2017,CS118,Programming Fundamentals,3,D,1,1.33,1.35,3
29,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
29,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
29,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
29,Fall 2016,EE182,Basic Electronics,3,D,1,0.57,0.57,3
29,Spring 2017,EE182,Basic Electronics,3,D,1,1.33,1.35,3
29,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
29,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
29,Fall 2016,MT104,Linear Algebra,3,F,0,0.57,0.57,3
29,Spring 2017,MT104,Linear Algebra,3,D+,1.33,1.33,1.35,3
29,Fall 2016,MT119,Calculus and Analytical Geometry,3,F,0,0.57,0.57,3
29,Spring 2017,MT119,Calculus and Analytical Geometry,3,C+,2.33,1.33,1.35,3
29,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
29,Fall 2016,SL101,English Language Lab,1,B-,2.67,0.57,0.57,3
29,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
29,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
29,Fall 2016,SS101,English Language,3,D,1,0.57,0.57,3
29,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
29,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
29,Spring 2017,SS122,English Composition,3,D,1,1.33,1.35,3
29,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
29,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
30,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
30,Fall 2016,CL118,Programming Fundamentals - Lab,1,A+,4,3.51,3.51,0
30,Spring 2017,CL217,Computer Programming Lab,1,A,4,2.59,3.05,0
30,Fall 2016,CS118,Programming Fundamentals,3,B+,3.33,3.51,3.51,0
30,Fall 2017,CS201,Data Structures,3,B,3,2.67,2.93,0
30,Spring 2017,CS217,Computer Programming,3,B,3,2.59,3.05,0
30,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
30,Fall 2016,EE182,Basic Electronics,3,B+,3.33,3.51,3.51,0
30,Spring 2017,EE227,Digital Logic Design,3,B+,3.33,2.59,3.05,0
30,Spring 2017,EL227,Digital Logic Design - Lab,1,A+,4,2.59,3.05,0
30,Fall 2016,MT104,Linear Algebra,3,B+,3.33,3.51,3.51,0
30,Fall 2016,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.51,3.51,0
30,Spring 2017,MT224,Differential Equations (Cal II),3,C+,2.33,2.59,3.05,0
30,Fall 2016,SL101,English Language Lab,1,A-,3.67,3.51,3.51,0
30,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
30,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
30,Fall 2016,SS101,English Language,3,A-,3.67,3.51,3.51,0
30,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
30,Spring 2017,SS113,Pakistan Studies,3,D,1,2.59,3.05,0
30,Spring 2017,SS122,English Composition,3,C+,2.33,2.59,3.05,0
30,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
30,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
31,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
31,Fall 2016,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.65,2.65,0
31,Spring 2017,CL217,Computer Programming Lab,1,A,4,3.12,2.88,0
31,Fall 2016,CS118,Programming Fundamentals,3,A-,3.67,2.65,2.65,0
31,Fall 2017,CS201,Data Structures,3,A-,3.67,3.75,3.16,0
31,Spring 2017,CS217,Computer Programming,3,A,4,3.12,2.88,0
31,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
31,Fall 2016,EE182,Basic Electronics,3,C-,1.67,2.65,2.65,0
31,Spring 2017,EE227,Digital Logic Design,3,B+,3.33,3.12,2.88,0
31,Spring 2017,EL227,Digital Logic Design - Lab,1,A,4,3.12,2.88,0
31,Fall 2016,MT104,Linear Algebra,3,B-,2.67,2.65,2.65,0
31,Fall 2016,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.65,2.65,0
31,Spring 2017,MT224,Differential Equations (Cal II),3,B+,3.33,3.12,2.88,0
31,Fall 2016,SL101,English Language Lab,1,A-,3.67,2.65,2.65,0
31,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
